tchexper,absent,readscore,mathscore,totalscore,boy,white_asian,black,tchwhite,tchmasters,freelunch,small,regular
16,22,447,489,936,1,1,0,1,0,0,1,0
1,15,413,434,847,0,1,0,1,0,0,1,0
12,10,461,528,989,1,1,0,1,1,1,1,0
11,6,418,484,902,0,1,0,1,0,1,1,0
12,8,428,520,948,1,1,0,1,1,1,1,0
12,25,414,473,887,0,1,0,1,1,1,0,0
1,27,437,484,921,0,1,0,1,0,0,1,0
3,10,503,559,1062,0,1,0,1,0,0,0,1
1,26,416,473,889,1,1,0,1,0,0,1,0
10,5,416,473,889,0,1,0,1,0,1,0,1
6,11,442,536,978,1,1,0,1,0,0,1,0
27,13,418,459,877,1,1,0,1,0,0,0,0
5,1,451,576,1027,1,1,0,1,0,0,1,0
5,20,443,520,963,0,1,0,0,0,0,0,0
12,18,388,375,763,1,1,0,1,1,1,1,0
7,11,458,520,978,1,1,0,1,0,0,0,0
7,16,468,559,1027,1,1,0,1,0,0,0,0
10,5,527,547,1074,1,1,0,0,0,0,1,0
3,2,456,547,1003,1,1,0,1,0,0,0,0
13,7,419,439,858,0,1,0,1,1,0,0,1
17,21,431,500,931,0,0,1,1,0,1,0,0
4,9,503,559,1062,1,1,0,1,1,0,1,0
12,9,450,528,978,1,1,0,1,1,0,0,0
12,5,405,494,899,1,1,0,1,1,0,0,0
3,3,450,520,970,1,1,0,1,0,0,0,1
12,6,428,513,941,1,1,0,1,1,0,0,0
17,7,448,513,961,1,1,0,1,0,0,0,0
15,1,461,576,1037,1,1,0,1,1,0,0,1
9,3,411,484,895,0,0,1,1,0,0,1,0
5,24,532,576,1108,0,1,0,0,0,0,0,0
5,9,453,536,989,1,1,0,1,0,0,1,0
16,5,467,520,987,1,1,0,0,0,0,1,0
4,3,507,576,1083,0,1,0,1,1,0,1,0
13,5,518,520,1038,0,1,0,1,1,0,0,1
17,6,451,559,1010,1,1,0,1,0,0,0,0
16,4,445,536,981,1,1,0,1,0,0,0,0
18,3,451,520,971,1,1,0,1,0,0,0,0
18,5,474,520,994,0,1,0,1,0,0,0,0
11,0,439,478,917,1,1,0,1,1,0,0,0
10,2,461,500,961,1,1,0,1,0,0,0,1
6,0,422,463,885,1,1,0,1,1,0,0,1
12,2,427,520,947,1,1,0,1,1,0,0,0
6,18,422,473,895,1,1,0,1,1,0,1,0
11,24,492,536,1028,1,1,0,1,0,1,1,0
11,8,463,489,952,1,1,0,1,1,0,0,1
11,15,518,506,1024,0,1,0,1,1,0,0,1
11,16,492,513,1005,0,1,0,1,1,1,0,1
15,14,437,468,905,1,1,0,1,0,0,1,0
20,9,431,520,951,1,1,0,1,1,0,1,0
12,19,458,513,971,0,1,0,1,0,1,0,0
11,10,433,454,887,1,0,1,1,0,1,0,0
0,4,428,478,906,1,1,0,1,0,0,0,0
1,13,413,473,886,0,1,0,1,0,1,1,0
13,19,453,494,947,1,1,0,1,1,0,0,1
19,19,450,500,950,0,1,0,1,0,0,1,0
13,14,465,484,949,0,1,0,1,1,1,0,1
8,1,456,494,950,0,1,0,1,1,1,1,0
20,16,478,506,984,0,1,0,1,0,0,0,1
12,11,510,513,1023,0,1,0,1,1,0,0,1
8,2,458,506,964,0,1,0,1,1,0,1,0
17,0,554,536,1090,0,1,0,1,1,0,1,0
14,12,518,494,1012,0,1,0,1,1,0,0,0
5,10,472,547,1019,1,1,0,1,1,0,1,0
14,6,451,500,951,1,1,0,1,1,0,0,0
4,17,430,520,950,0,1,0,1,0,0,0,1
15,5,410,444,854,1,1,0,1,0,0,0,1
12,3,456,513,969,0,1,0,1,0,0,1,0
15,3,472,478,950,0,1,0,1,0,0,0,1
13,3,427,463,890,0,1,0,1,1,1,0,1
13,11,434,429,863,1,1,0,1,1,1,0,1
8,21,443,423,866,1,1,0,1,1,1,0,0
14,12,456,454,910,0,1,0,1,0,1,0,0
14,8,428,463,891,1,1,0,1,0,1,0,0
16,8,468,536,1004,0,1,0,1,1,0,0,1
5,23,445,506,951,0,1,0,1,0,0,0,0
7,23,472,536,1008,0,1,0,1,1,1,0,0
12,24,472,536,1008,0,1,0,1,1,1,0,0
6,7,424,506,930,1,1,0,1,1,1,0,1
12,3,439,489,928,1,1,0,1,1,0,0,0
6,9,425,463,888,1,1,0,1,1,0,0,1
7,1,476,520,996,1,1,0,1,0,0,1,0
12,2,439,459,898,1,0,1,1,1,0,0,0
5,2,421,494,915,1,1,0,1,0,0,0,0
11,12,472,547,1019,0,1,0,1,0,0,0,0
3,6,495,602,1097,0,1,0,1,0,0,0,1
3,5,565,626,1191,1,1,0,1,0,0,0,0
15,2,437,576,1013,1,1,0,1,0,1,1,0
3,2,443,489,932,1,0,1,1,0,1,1,0
0,3,414,434,848,0,1,0,1,0,0,0,0
3,2,439,454,893,0,1,0,1,0,0,0,0
8,15,414,489,903,0,1,0,1,0,0,0,1
,16,434,478,912,0,1,0,0,0,1,0,0
13,15,478,536,1014,0,1,0,1,0,0,0,0
3,15,443,489,932,1,0,1,1,0,1,1,0
4,18,480,536,1016,1,1,0,1,1,0,0,1
6,5,418,500,918,1,1,0,1,0,0,0,1
12,10,507,547,1054,0,1,0,1,0,0,0,1
4,30,428,454,882,1,1,0,1,1,0,0,1
17,12,440,559,999,0,1,0,1,1,0,1,0
0,0,421,506,927,0,1,0,1,0,1,0,0
2,7,450,559,1009,1,1,0,1,0,0,0,0
15,10,510,520,1030,1,1,0,1,0,0,1,0
22,1,439,528,967,0,1,0,1,1,1,0,1
19,11,443,513,956,1,1,0,1,0,1,1,0
,7,428,500,928,0,1,0,0,0,1,0,0
20,15,532,513,1045,0,1,0,1,1,0,0,0
12,9,474,520,994,0,1,0,1,1,1,1,0
15,3,380,405,785,1,0,1,1,0,1,1,0
20,7,358,384,742,1,1,0,1,0,1,0,1
5,2,398,418,816,1,1,0,1,0,1,1,0
11,5,414,484,898,1,1,0,1,1,0,1,0
8,11,416,494,910,1,1,0,1,1,1,1,0
12,5,414,463,877,1,1,0,1,1,0,0,0
3,13,411,463,874,1,1,0,1,1,1,0,0
8,18,416,489,905,1,1,0,1,1,1,0,1
13,4,428,489,917,1,1,0,1,0,0,0,1
13,19,456,513,969,0,1,0,1,0,0,0,1
3,9,403,473,876,1,1,0,1,1,0,0,0
10,11,427,473,900,1,1,0,1,0,0,1,0
6,4,427,468,895,0,1,0,1,0,0,0,0
3,0,448,520,968,1,1,0,1,0,0,0,0
7,10,398,405,803,0,0,1,1,0,1,0,0
21,0,440,484,924,1,0,1,1,0,1,1,0
12,1,427,513,940,0,0,1,1,1,1,0,0
0,26,507,602,1109,0,1,0,1,0,0,0,1
9,6,443,520,963,1,1,0,1,0,0,0,0
15,13,460,528,988,1,1,0,1,1,0,0,1
0,27,440,506,946,1,1,0,1,0,1,0,1
11,5,478,484,962,1,0,1,1,0,1,0,1
9,9,427,468,895,0,1,0,1,0,0,0,0
12,10,419,547,966,0,1,0,1,1,1,0,0
0,22,431,559,990,1,1,0,1,0,1,0,1
13,19,422,473,895,1,1,0,1,1,1,0,1
15,19,428,513,941,1,0,1,1,1,1,0,1
3,6,468,576,1044,1,1,0,1,0,0,0,0
6,11,470,576,1046,1,1,0,1,0,0,1,0
4,13,467,559,1026,0,1,0,1,0,1,1,0
4,7,463,536,999,0,1,0,1,0,1,1,0
6,6,495,576,1071,0,1,0,1,1,0,0,1
12,14,439,602,1041,0,1,0,1,0,0,1,0
8,9,480,528,1008,0,1,0,1,1,1,1,0
8,7,485,528,1013,0,1,0,1,1,0,1,0
8,13,453,506,959,1,1,0,1,0,0,1,0
10,13,470,484,954,1,0,1,1,0,1,0,1
12,7,421,506,927,1,1,0,1,0,1,1,0
15,8,474,626,1100,0,1,0,1,1,0,0,1
12,9,468,559,1027,0,1,0,1,1,0,0,0
10,8,427,520,947,1,1,0,1,0,0,0,1
19,0,487,576,1063,0,1,0,1,0,0,0,1
10,14,433,468,901,0,1,0,1,0,0,0,0
19,0,447,520,967,1,1,0,1,0,1,0,1
11,12,467,536,1003,1,1,0,1,0,0,0,1
10,1,490,489,979,1,1,0,1,0,1,0,0
2,10,434,463,897,1,1,0,1,0,0,1,0
4,7,476,602,1078,1,1,0,1,0,1,1,0
6,25,421,506,927,1,1,0,1,1,0,1,0
0,7,483,559,1042,0,1,0,1,0,0,0,1
19,7,514,626,1140,0,1,0,1,0,0,0,1
19,13,434,500,934,1,1,0,1,0,0,0,1
2,0,442,500,942,0,1,0,1,0,0,0,1
7,24,440,444,884,1,1,0,1,0,0,0,0
5,6,422,500,922,0,1,0,1,1,0,0,1
3,21,393,429,822,1,1,0,0,0,0,0,1
3,5,391,423,814,1,0,1,0,0,0,0,1
13,11,461,536,997,1,1,0,1,1,0,0,0
14,20,456,528,984,0,1,0,1,0,0,1,0
11,29,467,478,945,1,1,0,1,1,1,0,1
8,13,476,494,970,1,1,0,1,1,0,0,0
13,4,411,494,905,0,0,1,1,0,0,0,1
8,13,421,528,949,1,1,0,1,1,0,0,0
5,5,451,468,919,0,1,0,1,1,1,0,0
9,31,428,536,964,0,1,0,1,1,1,1,0
12,2,430,484,914,0,1,0,1,0,0,0,0
8,1,395,405,800,0,0,1,1,0,1,1,0
4,10,439,494,933,1,1,0,1,0,1,1,0
11,22,422,478,900,0,1,0,1,1,0,0,1
11,4,458,602,1060,1,1,0,1,1,0,0,0
11,13,424,484,908,0,1,0,1,1,0,0,1
11,0,554,626,1180,0,1,0,1,1,0,0,1
20,14,434,489,923,1,1,0,1,0,1,0,1
11,21,458,559,1017,1,1,0,1,1,0,0,0
20,16,461,528,989,1,1,0,1,1,0,0,0
21,2,483,559,1042,0,1,0,1,0,0,1,0
8,26,434,478,912,0,0,1,1,1,0,1,0
7,0,439,500,939,0,0,1,1,0,1,0,0
11,5,410,454,864,0,0,1,1,1,1,0,0
9,8,407,484,891,1,0,1,0,0,1,0,1
6,0,463,576,1039,0,0,1,0,0,1,0,1
6,3,411,423,834,0,0,1,0,0,1,0,1
5,9,434,484,918,1,0,1,0,0,1,0,0
10,7,427,494,921,0,0,1,0,0,0,0,1
11,14,448,506,954,0,0,1,1,0,1,0,0
13,0,442,494,936,0,0,1,1,0,0,1,0
9,15,430,463,893,1,0,1,0,0,1,0,1
2,26,395,459,854,0,0,1,1,0,1,0,1
8,2,442,559,1001,0,0,1,0,0,1,0,0
1,1,467,536,1003,0,0,1,0,0,0,0,0
0,10,427,418,845,0,0,1,0,0,1,0,1
11,22,405,454,859,0,0,1,1,1,1,0,0
0,0,450,576,1026,1,0,1,1,0,1,0,1
20,3,483,520,1003,1,0,1,0,0,1,0,0
8,4,483,576,1059,0,0,1,0,0,1,0,0
11,4,465,484,949,0,0,1,1,1,0,0,0
12,7,467,547,1014,1,1,0,1,1,0,0,0
13,10,458,494,952,1,1,0,1,1,0,0,1
8,0,425,484,909,1,1,0,1,1,0,1,0
13,3,474,576,1050,1,1,0,1,1,0,0,0
14,16,565,626,1191,1,1,0,1,1,0,1,0
2,16,467,576,1043,0,1,0,1,0,0,0,1
2,1,428,536,964,0,1,0,1,0,0,0,1
1,15,427,547,974,1,1,0,1,0,0,0,1
2,4,455,520,975,0,1,0,1,0,0,0,1
2,42,408,473,881,0,1,0,1,0,1,0,1
8,3,421,468,889,0,1,0,1,0,1,1,0
8,9,413,459,872,1,1,0,1,0,1,1,0
12,5,424,494,918,0,1,0,1,1,0,0,0
14,8,460,494,954,1,1,0,1,0,0,0,0
13,11,478,536,1014,1,1,0,1,0,0,1,0
12,2,419,500,919,0,1,0,1,1,0,0,1
13,7,458,520,978,1,1,0,1,0,0,1,0
12,8,421,463,884,0,1,0,1,1,1,0,1
13,2,514,528,1042,1,1,0,1,0,1,1,0
8,6,460,528,988,0,1,0,1,0,0,0,1
11,9,408,423,831,1,1,0,1,0,0,0,0
5,18,474,547,1021,0,1,0,1,0,1,1,0
7,1,398,392,790,1,1,0,1,1,1,1,0
14,4,378,399,777,0,1,0,1,0,1,0,0
11,6,460,494,954,0,1,0,1,0,0,0,0
13,17,439,478,917,1,1,0,1,1,0,0,1
13,10,422,473,895,1,1,0,1,0,0,0,1
13,6,422,444,866,1,1,0,1,0,1,0,1
3,8,443,576,1019,1,1,0,1,0,0,1,0
11,7,443,536,979,0,1,0,1,1,0,0,0
2,9,436,602,1038,1,1,0,1,0,0,0,1
8,7,431,500,931,1,1,0,1,1,0,0,0
3,2,413,459,872,0,0,1,1,0,1,0,0
14,3,487,559,1046,0,1,0,1,1,0,1,0
16,7,405,429,834,1,1,0,1,0,1,0,1
4,20,433,494,927,1,1,0,1,0,1,0,0
7,3,431,463,894,0,1,0,1,1,0,1,0
8,7,442,528,970,0,1,0,1,1,0,0,0
11,10,427,463,890,0,1,0,1,0,0,1,0
22,5,445,528,973,1,1,0,1,1,0,0,1
8,25,413,489,902,1,1,0,1,0,1,1,0
8,8,410,478,888,1,1,0,1,1,0,0,0
8,2,518,576,1094,0,1,0,1,0,0,1,0
1,10,474,520,994,1,1,0,1,0,1,0,1
8,5,402,439,841,1,1,0,1,0,0,0,1
7,15,431,500,931,0,1,0,1,0,0,0,0
8,69,397,412,809,1,1,0,1,0,1,1,0
8,3,425,444,869,0,1,0,1,0,0,0,1
11,1,422,478,900,0,1,0,1,0,0,0,0
2,31,455,454,909,1,1,0,1,0,1,1,0
7,11,460,484,944,0,1,0,1,1,1,1,0
10,12,465,528,993,1,1,0,1,1,1,0,0
6,12,455,536,991,1,1,0,1,0,1,1,0
3,7,565,559,1124,0,1,0,1,0,0,0,1
3,10,476,528,1004,1,1,0,1,0,0,0,1
3,1,443,489,932,0,1,0,1,0,0,0,1
3,9,443,500,943,1,1,0,1,0,1,0,1
5,0,413,468,881,1,1,0,1,0,0,0,0
6,6,398,463,861,0,0,1,1,1,1,0,1
4,10,437,478,915,1,1,0,1,1,0,0,1
12,1,424,459,883,1,1,0,1,1,1,1,0
1,0,443,489,932,0,0,1,1,0,1,1,0
4,5,414,439,853,0,0,1,1,1,1,0,1
11,3,447,528,975,1,1,0,1,1,0,0,0
5,10,422,506,928,0,1,0,1,0,1,0,0
6,13,472,559,1031,0,1,0,1,1,0,0,0
2,7,451,559,1010,0,1,0,1,0,1,0,1
6,13,436,513,949,1,1,0,1,1,0,0,0
6,4,422,484,906,1,1,0,1,1,1,1,0
6,15,497,559,1056,0,1,0,1,0,0,1,0
27,12,463,506,969,0,1,0,1,0,1,0,0
10,3,431,459,890,1,1,0,1,0,1,0,1
10,17,422,459,881,0,1,0,1,0,1,0,1
15,13,440,463,903,0,1,0,1,1,1,1,0
27,46,474,559,1033,0,1,0,1,0,1,0,0
3,5,410,449,859,1,1,0,0,1,0,0,1
3,14,433,536,969,1,1,0,1,0,0,0,0
3,1,437,513,950,0,1,0,1,0,0,0,1
22,18,414,478,892,0,1,0,1,0,0,1,0
15,7,514,602,1116,1,1,0,1,1,0,0,1
17,4,433,484,917,1,1,0,1,0,0,0,0
14,22,443,528,971,0,1,0,1,0,0,1,0
8,12,428,500,928,1,1,0,1,1,0,1,0
4,12,448,494,942,0,1,0,1,0,1,1,0
2,6,422,468,890,0,1,0,1,0,0,0,1
10,0,503,559,1062,1,1,0,1,0,0,0,1
6,1,450,500,950,0,1,0,1,1,0,0,1
12,5,456,576,1032,1,1,0,1,1,0,0,0
11,5,422,449,871,0,1,0,1,0,1,0,1
9,19,407,484,891,0,1,0,1,0,0,0,0
6,27,456,506,962,0,1,0,1,0,0,0,0
15,10,500,602,1102,0,1,0,1,1,0,1,0
15,9,522,602,1124,0,1,0,1,1,0,0,1
13,0,474,506,980,0,1,0,1,1,0,0,1
11,9,413,513,926,0,1,0,1,0,0,0,1
11,7,447,494,941,1,1,0,1,0,0,0,1
14,10,468,536,1004,0,1,0,1,0,0,0,0
11,4,402,494,896,1,1,0,1,1,0,0,0
6,9,430,454,884,0,1,0,1,1,1,0,1
7,5,490,536,1026,1,1,0,1,0,0,1,0
10,6,421,478,899,1,1,0,1,0,1,0,1
11,3,522,626,1148,0,1,0,1,0,0,1,0
13,12,497,602,1099,1,1,0,1,0,0,0,0
13,15,478,626,1104,1,1,0,1,0,0,0,0
13,18,518,602,1120,0,1,0,1,0,0,0,0
11,9,522,547,1069,0,1,0,1,0,0,1,0
11,2,490,520,1010,1,1,0,1,1,0,0,1
11,2,503,602,1105,1,1,0,1,1,1,0,1
13,26,430,434,864,1,0,1,1,0,0,0,0
10,12,437,547,984,1,1,0,1,0,0,0,1
16,8,408,454,862,0,1,0,1,0,1,0,1
1,8,418,489,907,1,1,0,1,0,1,1,0
13,6,419,478,897,0,1,0,1,1,0,0,1
9,8,474,484,958,1,1,0,1,1,0,0,0
11,14,400,399,799,1,1,0,1,0,1,0,1
10,2,451,513,964,1,1,0,1,1,0,0,0
19,17,453,449,902,0,1,0,1,0,0,1,0
8,8,554,602,1156,1,1,0,1,1,0,0,0
10,9,439,489,928,0,1,0,1,1,0,1,0
11,2,474,513,987,0,1,0,1,0,0,1,0
9,11,403,418,821,1,1,0,1,0,1,1,0
4,8,411,444,855,1,1,0,1,0,1,0,1
15,15,580,559,1139,0,1,0,1,0,0,0,0
4,9,395,412,807,0,1,0,1,0,1,0,0
16,7,413,459,872,0,1,0,1,0,1,0,1
5,13,453,478,931,1,1,0,1,1,0,0,0
9,18,421,468,889,0,1,0,1,0,1,0,0
12,0,416,478,894,0,1,0,1,0,0,0,0
7,10,408,434,842,0,1,0,1,1,0,1,0
8,0,478,506,984,0,1,0,1,1,0,1,0
19,9,424,559,983,1,1,0,1,0,0,0,1
3,5,416,454,870,0,0,1,1,0,1,0,0
1,12,403,405,808,1,1,0,1,0,1,1,0
4,9,580,626,1206,1,1,0,1,0,0,1,0
12,13,421,494,915,1,1,0,1,1,0,0,0
4,18,492,576,1068,0,1,0,1,1,0,1,0
6,12,448,506,954,0,1,0,1,1,1,0,1
12,6,455,547,1002,0,0,0,1,1,0,0,0
2,4,460,513,973,0,1,0,1,0,0,1,0
20,4,425,489,914,0,1,0,1,0,0,0,1
12,10,500,559,1059,0,1,0,1,1,0,0,1
19,23,445,494,939,0,1,0,1,0,1,1,0
20,31,419,500,919,1,1,0,1,0,0,0,1
6,17,492,576,1068,0,1,0,1,1,0,1,0
10,17,492,576,1068,0,1,0,1,1,0,0,0
8,6,416,412,828,0,1,0,1,0,0,0,1
13,1,434,449,883,0,1,0,1,0,0,0,0
0,3,458,489,947,0,1,0,1,0,0,0,0
3,0,487,520,1007,1,0,1,1,0,1,1,0
15,11,403,463,866,1,1,0,1,0,0,1,0
4,7,425,494,919,0,1,0,1,1,0,0,1
13,9,433,489,922,0,1,0,1,0,0,0,0
0,23,436,478,914,1,1,0,1,0,0,0,0
,16,427,489,916,0,1,0,0,0,1,0,0
11,5,374,399,773,1,0,1,1,0,1,0,0
0,7,413,434,847,0,1,0,1,0,1,0,0
4,7,470,506,976,0,1,0,1,1,0,1,0
13,0,427,484,911,1,1,0,1,0,0,0,1
8,8,398,439,837,1,1,0,0,1,0,0,1
13,2,447,500,947,1,1,0,1,0,0,0,1
13,15,424,559,983,1,1,0,1,0,1,0,1
3,0,402,418,820,0,1,0,1,0,0,0,0
13,7,430,478,908,0,1,0,1,0,1,0,0
3,16,431,506,937,1,0,1,0,0,1,0,1
21,3,427,468,895,1,1,0,1,0,0,1,0
4,10,445,494,939,0,0,1,1,1,1,0,1
8,5,461,536,997,1,1,0,1,0,1,1,0
9,23,461,626,1087,0,1,0,1,0,0,0,0
9,5,428,468,896,0,1,0,1,0,1,0,0
3,10,453,468,921,0,1,0,1,0,0,0,0
13,11,427,459,886,1,1,0,1,1,1,0,1
0,4,403,434,837,1,1,0,1,0,0,0,1
13,30,458,576,1034,1,1,0,1,1,1,0,1
0,3,478,536,1014,0,1,0,1,0,0,0,1
6,7,424,489,913,1,1,0,1,0,1,0,0
14,17,460,506,966,0,1,0,1,0,0,0,0
14,2,451,494,945,1,1,0,1,0,0,0,0
13,8,436,506,942,1,1,0,1,1,1,0,1
19,1,478,559,1037,0,1,0,1,0,0,0,1
11,7,418,463,881,0,0,1,1,0,0,0,0
1,0,605,528,1133,0,1,0,1,0,0,1,0
4,1,470,547,1017,1,1,0,1,0,0,1,0
10,14,419,489,908,0,1,0,1,0,1,0,1
1,3,418,449,867,1,1,0,1,0,0,1,0
3,2,419,484,903,1,1,0,0,0,0,0,1
21,10,427,528,955,1,1,0,1,0,1,1,0
3,11,388,434,822,1,1,0,1,0,1,1,0
8,17,440,520,960,0,1,0,1,1,0,0,0
8,7,545,626,1171,0,1,0,1,1,0,0,0
10,4,425,468,893,1,1,0,1,0,0,1,0
7,8,418,429,847,1,1,0,1,0,0,0,0
7,7,418,439,857,0,1,0,1,0,0,0,0
13,13,408,468,876,0,1,0,1,1,0,0,1
8,11,468,484,952,0,1,0,0,1,0,0,1
15,9,465,547,1012,1,1,0,1,0,0,1,0
7,3,408,494,902,1,1,0,1,0,0,0,0
11,5,433,459,892,1,1,0,1,0,0,0,0
1,7,405,434,839,1,1,0,1,0,0,0,1
13,34,414,473,887,0,1,0,1,0,1,0,0
13,5,403,489,892,1,1,0,1,1,0,0,1
13,7,397,429,826,0,1,0,0,0,0,0,1
13,5,419,500,919,1,1,0,0,0,0,0,1
14,2,507,626,1133,1,1,0,1,0,0,1,0
13,8,422,484,906,1,1,0,1,0,0,0,1
11,7,407,444,851,0,0,1,1,1,1,0,1
8,9,418,459,877,0,1,0,1,1,1,0,0
2,0,450,520,970,0,1,0,1,0,0,1,0
12,34,424,459,883,0,1,0,1,0,1,0,0
6,7,490,626,1116,0,1,0,1,0,1,0,0
6,9,397,484,881,1,1,0,1,0,0,0,0
12,64,458,547,1005,1,1,0,1,0,1,0,0
3,21,455,559,1014,1,1,0,1,0,0,1,0
11,17,442,576,1018,0,1,0,1,1,0,0,0
27,5,450,576,1026,1,1,0,1,0,0,1,0
13,8,427,429,856,1,1,0,1,1,0,0,1
4,2,439,520,959,0,1,0,1,0,1,0,1
12,7,433,489,922,0,1,0,1,0,0,0,0
7,6,453,500,953,1,1,0,1,0,0,0,0
16,16,430,520,950,0,1,0,1,0,0,0,1
9,11,428,513,941,1,1,0,1,1,0,0,0
9,29,425,449,874,1,1,0,1,0,0,1,0
9,16,407,434,841,1,1,0,1,1,1,0,0
3,3,445,484,929,0,1,0,1,0,0,0,1
17,6,411,513,924,1,0,1,1,0,1,0,0
16,21,410,478,888,1,1,0,1,0,1,0,1
8,14,463,520,983,0,0,1,1,1,0,1,0
13,2,437,468,905,1,0,1,0,1,1,1,0
10,3,408,439,847,1,0,1,0,1,1,1,0
10,2,419,423,842,1,0,1,0,1,1,0,0
10,22,416,434,850,0,0,1,0,1,1,0,0
5,2,437,506,943,0,0,1,1,1,1,0,0
2,13,447,473,920,0,0,1,1,0,1,0,0
2,7,413,478,891,1,0,1,1,0,1,0,0
1,16,472,576,1048,0,1,0,0,0,0,0,1
1,24,434,494,928,0,0,1,1,0,0,0,1
0,0,456,528,984,0,0,1,1,0,1,0,1
6,3,431,489,920,0,0,1,0,0,1,1,0
5,2,447,484,931,1,0,1,1,1,1,0,0
11,12,461,559,1020,0,0,1,1,0,1,1,0
10,19,407,454,861,0,0,1,0,0,0,0,1
11,3,411,468,879,1,0,1,0,0,0,1,0
21,0,468,478,946,1,0,1,1,0,1,1,0
9,5,431,463,894,1,0,1,0,0,1,0,1
1,16,450,478,928,0,0,1,0,0,1,0,0
5,2,437,459,896,0,0,1,1,1,1,0,0
1,4,408,473,881,0,0,1,1,0,1,1,0
20,1,430,528,958,1,1,0,0,0,1,0,1
6,25,380,399,779,1,0,1,1,1,1,0,1
5,4,430,520,950,1,0,1,0,0,0,1,0
1,15,419,484,903,1,0,1,1,0,1,0,0
14,12,458,484,942,0,0,1,0,0,1,1,0
2,14,461,547,1008,1,0,1,1,0,1,1,0
24,12,503,576,1079,0,0,1,1,1,1,0,0
6,8,380,405,785,0,0,1,1,1,1,0,1
10,12,414,444,858,0,0,1,0,0,1,0,1
3,4,507,536,1043,1,1,0,1,0,0,0,0
0,3,448,559,1007,1,0,1,1,0,0,1,0
13,5,453,478,931,1,1,0,1,0,1,0,0
1,9,445,484,929,1,1,0,1,0,1,0,1
9,1,455,478,933,1,1,0,1,0,0,0,0
22,7,425,513,938,1,1,0,1,0,0,1,0
13,5,433,520,953,0,1,0,1,1,0,0,0
10,15,460,478,938,1,1,0,1,1,0,0,1
2,14,474,559,1033,1,1,0,1,0,0,0,1
8,3,425,489,914,1,1,0,1,1,0,1,0
22,12,467,559,1026,0,1,0,1,0,0,1,0
8,5,439,528,967,0,1,0,1,1,1,1,0
15,7,443,463,906,0,0,1,0,1,1,0,1
0,8,437,536,973,1,1,0,1,0,0,0,1
11,5,439,473,912,1,1,0,1,0,0,0,1
1,3,408,463,871,1,1,0,1,0,0,0,1
5,16,405,439,844,1,1,0,1,0,1,0,1
14,10,627,626,1253,1,1,0,1,0,0,1,0
13,17,431,449,880,1,1,0,1,1,1,0,1
13,4,439,484,923,1,1,0,1,1,0,1,0
14,18,474,576,1050,0,1,0,1,0,0,0,0
14,9,474,513,987,0,1,0,1,0,0,1,0
12,9,442,536,978,0,1,0,1,1,0,0,1
13,6,451,520,971,0,1,0,1,1,0,0,1
5,,445,454,899,0,1,0,1,0,0,0,1
13,14,437,478,915,0,1,0,1,1,1,0,1
0,24,458,559,1017,0,1,0,1,0,0,0,1
7,20,478,489,967,0,1,0,1,1,0,1,0
5,14,419,439,858,0,1,0,1,0,0,1,0
14,11,470,468,938,0,1,0,1,0,0,1,0
13,4,437,559,996,0,1,0,1,1,1,0,1
16,1,439,500,939,1,0,1,1,0,0,0,0
8,14,398,423,821,0,0,1,1,1,0,1,0
9,1,419,454,873,1,0,1,1,0,1,0,0
9,0,419,444,863,0,0,1,1,0,1,0,0
13,3,416,506,922,1,1,0,1,1,0,0,0
22,2,393,444,837,0,1,0,1,0,0,1,0
9,20,465,528,993,0,1,0,1,0,0,0,0
1,12,443,528,971,1,1,0,1,0,0,0,1
4,13,434,484,918,1,1,0,1,0,0,0,0
16,12,393,439,832,0,1,0,1,0,1,0,1
8,16,532,520,1052,1,1,0,1,0,0,1,0
22,2,431,489,920,1,1,0,1,1,0,0,1
0,26,545,626,1171,0,1,0,1,0,0,0,1
13,5,468,528,996,1,1,0,1,1,0,0,1
3,9,450,473,923,1,1,0,1,0,0,0,1
13,0,492,602,1094,0,1,0,1,1,0,0,0
5,21,413,494,907,1,1,0,1,0,1,0,0
4,12,450,468,918,0,1,0,1,1,1,0,1
,10,458,513,971,0,1,0,0,0,0,0,0
12,2,554,602,1156,0,1,0,1,1,0,0,1
9,3,538,500,1038,1,1,0,1,0,0,1,0
3,0,428,506,934,1,1,0,1,0,0,0,0
0,0,514,547,1061,1,1,0,1,0,0,0,1
14,4,458,528,986,1,1,0,1,1,0,1,0
10,7,436,500,936,0,1,0,1,1,1,1,0
10,5,461,536,997,0,1,0,1,1,0,1,0
4,14,428,454,882,1,1,0,1,0,0,0,1
12,5,393,468,861,0,0,1,1,0,1,0,0
9,19,605,576,1181,1,1,0,1,1,0,0,0
12,5,436,494,930,1,1,0,1,0,0,0,0
5,11,470,536,1006,1,1,0,1,1,0,1,0
17,15,421,439,860,1,1,0,1,1,0,1,0
14,0,500,528,1028,0,1,0,1,1,0,1,0
10,14,437,463,900,0,1,0,1,0,1,1,0
19,3,456,547,1003,0,1,0,1,0,0,0,1
9,7,434,434,868,1,0,1,0,0,0,0,1
6,7,425,528,953,0,1,0,1,0,1,1,0
0,2,522,536,1058,0,1,0,1,0,0,0,0
16,0,492,536,1028,0,1,0,1,1,1,0,1
6,10,413,494,907,1,1,0,1,0,0,1,0
3,0,418,423,841,0,0,1,1,0,0,1,0
15,3,433,454,887,1,1,0,1,0,1,1,0
